incident_number,assignment_group,status,resolution_notes,MTTR,Priority,created_date,incident_description
INC100162,LCH - Service2 - Support,Completed,Access: New role permissions assigned manually.,10.84,P4,2020-02-02,developer unable to log into SSO from London office environment. Important wish quality.
INC100163,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,16.52,P3,2020-02-02,manager faced timeout error in SSO queries run from NY data center. Media whether community.
INC100164,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,11.55,P3,2020-02-02,manager faced timeout error in VPN client queries run from NY data center. Woman student together PM.
INC100165,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,10.54,P4,2020-02-02,finance user unable to log into VPN client from NY data center environment. Class wish sign.
INC100166,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,8.63,P4,2020-02-02,manager reported network disruption at London office affecting data warehouse. Take race hear.
INC100167,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,9.68,P4,2020-02-09,analyst faced timeout error in VPN client queries run from VPN network. Poor sign peace.
INC100168,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,7.03,P4,2020-02-09,developer faced timeout error in SSO queries run from NY data center. Eye resource they entire order.
INC100169,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,8.53,P3,2020-02-09,manager faced timeout error in data warehouse queries run from NY data center. Good buy material.
INC100170,LCH - Service1 - Support,In-Progress,Access: Group membership updated in AD.,8.5,P4,2020-02-09,manager unable to log into data warehouse from NY data center environment. Much enjoy bill away list strategy.
INC100171,LCH - Service2 - Support,In-Progress,Network: VPN issue resolved by resetting tunnel configuration.,6.88,P4,2020-02-09,IT support reported network disruption at remote session affecting VPN client. Put social store.
INC100172,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,15.09,P4,2020-02-16,IT support unable to log into CRM from London office environment. On audience me.
INC100173,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,5.81,P4,2020-02-16,manager experienced software crash while accessing email gateway at VPN network. Of current own board employee.
INC100174,LCH - Service1 - Support,In-Progress,Hardware: Cleaned fan assembly and updated BIOS.,11.17,P4,2020-02-16,analyst's device at London office showed signs of failure during diagnostics. Yard experience decade.
INC100175,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,12.29,P4,2020-02-16,developer faced timeout error in data warehouse queries run from London office. Step eat happen.
INC100176,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,10.86,P4,2020-02-16,IT support faced timeout error in data warehouse queries run from HR portal. Head describe agree guess.
INC100177,LCH - Service1 - Support,In-Progress,Access: New role permissions assigned manually.,5.4,P4,2020-02-16,developer unable to log into VPN client from VPN network environment. Remain set drive manage enter.
INC100178,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,2.07,P4,2020-02-16,IT support's device at NY data center showed signs of failure during diagnostics. Here less them behavior difference.
INC100179,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,9.81,P4,2020-02-16,IT support reported network disruption at remote session affecting SSO. Yeah president third among effect watch range.
INC100180,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,4.9,P4,2020-02-16,finance user's device at London office showed signs of failure during diagnostics. Debate culture thus professor catch.
INC100181,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,12.15,P4,2020-02-23,developer faced timeout error in CRM queries run from remote session. Voice describe spring career.
INC100182,LCH - Service1 - Support,In-Progress,Access: Group membership updated in AD.,10.35,P3,2020-02-23,analyst unable to log into SSO from NY data center environment. Situation yourself miss throw.
INC100183,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,12.14,P4,2020-02-23,intern's device at NY data center showed signs of failure during diagnostics. Decade skill never point sometimes important.
INC100184,LCH - Service2 - Support,In-Progress,Hardware: Power unit replacement resolved the issue.,13.73,P4,2020-02-23,IT support's device at VPN network showed signs of failure during diagnostics. More who this.
INC100185,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,9.08,P4,2020-02-23,finance user unable to log into email gateway from remote session environment. Least bag partner far who.
INC100186,LCH - Service2 - Support,In-Progress,Hardware: Cleaned fan assembly and updated BIOS.,1.1,P4,2020-03-01,developer's device at NY data center showed signs of failure during diagnostics. Little perform world.
INC100187,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,5.84,P4,2020-03-01,developer faced timeout error in SSO queries run from HR portal. Others real investment.
INC100188,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,7.87,P4,2020-03-01,analyst unable to log into SSO from HR portal environment. Factor find purpose score she.
INC100189,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,7.87,P4,2020-03-01,IT support faced timeout error in email gateway queries run from HR portal. Than mission boy.
INC100190,LCH - Service2 - Support,In-Progress,Hardware: Cleaned fan assembly and updated BIOS.,16.12,P4,2020-03-01,manager's device at NY data center showed signs of failure during diagnostics. Staff yeah lawyer.
INC100191,LCH - Service1 - Support,In-Progress,Hardware: Cleaned fan assembly and updated BIOS.,9.6,P4,2020-03-01,manager's device at London office showed signs of failure during diagnostics. Church professional need reduce turn.
INC100192,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,11.7,P3,2020-03-01,analyst reported network disruption at HR portal affecting email gateway. Require knowledge be on.
INC100193,LCH - Service1 - Support,In-Progress,Database: Table indexing completed to improve performance.,20.08,P3,2020-03-08,manager faced timeout error in email gateway queries run from London office. Money nature unit throw action.
INC100194,LCH - Service2 - Support,Completed,Hardware: Replaced faulty RAM module.,6.39,P4,2020-03-08,manager's device at NY data center showed signs of failure during diagnostics. Remember many benefit heart religious.
INC100195,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,9.16,P4,2020-03-08,developer faced timeout error in VPN client queries run from London office. Even budget effect option young.
INC100196,LCH - Service2 - Support,Completed,Software: Updated dependency libraries to resolve error.,13.41,P3,2020-03-08,manager experienced software crash while accessing SSO at London office. Admit memory join discover skin fish Republican.
INC100197,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,17.78,P4,2020-03-08,manager unable to log into email gateway from NY data center environment. Low realize about land later.
INC100198,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,9.41,P3,2020-03-08,intern experienced software crash while accessing email gateway at NY data center. Enjoy community environmental.
INC100199,LCH - Service2 - Support,In-Progress,Hardware: Power unit replacement resolved the issue.,5.55,P4,2020-03-15,developer's device at VPN network showed signs of failure during diagnostics. Happy ever popular catch task together.
INC100200,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,12.44,P4,2020-03-15,developer reported network disruption at remote session affecting VPN client. Enough bar process rate firm.
INC100201,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,9.84,P4,2020-03-15,finance user faced timeout error in SSO queries run from VPN network. Even east remember store trade.
INC100202,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,12.75,P4,2020-03-15,manager unable to log into VPN client from HR portal environment. Tax decade senior.
